Zip,Multiple Counties,County,Rate
43768,,Guernsey,0.0725
43771,,Muskingum,0.0725
43772,*,Guernsey,0.0725
43772,*,Noble,0.0725
43773,*,Belmont,0.0725
43773,*,Guernsey,0.0725
43773,*,Monroe,0.0725
43773,*,Noble,0.0725
43777,*,Morgan,0.0725
43777,*,Muskingum,0.0725
43777,*,Perry,0.0725
43778,*,Guernsey,0.0725
43778,*,Noble,0.0725
43779,,Noble,0.0725
43780,*,Guernsey,0.0725
43780,*,Noble,0.0725
43782,,Perry,0.0725
43783,,Perry,0.0725
43786,,Monroe,0.0725
43787,*,Morgan,0.0725
43787,*,Washington,0.0725
43788,*,Monroe,0.0725
43788,*,Noble,0.0725
43791,,Muskingum,0.0725
43793,,Monroe,0.0725
43802,,Muskingum,0.0725
43803,,Coshocton,0.0775
43804,*,Coshocton,0.0775
43804,*,Holmes,0.07
43804,*,Tuscarawas,0.0675
43805,,Coshocton,0.0775
43811,*,Coshocton,0.0775
43811,*,Muskingum,0.0725
43812,,Coshocton,0.0775
43821,*,Coshocton,0.0775
43821,*,Muskingum,0.0725
43822,*,Coshocton,0.0775
43822,*,Knox,0.0725
43822,*,Licking,0.0725
43822,*,Muskingum,0.0725
43824,*,Coshocton,0.0775
43824,*,Tuscarawas,0.0675
43828,,Coshocton,0.0775
43830,*,Licking,0.0725
43830,*,Muskingum,0.0725
43832,*,Coshocton,0.0775
43832,*,Guernsey,0.0725
43832,*,Tuscarawas,0.0675
43836,,Coshocton,0.0775
43837,*,Guernsey,0.0725
43837,*,Tuscarawas,0.0675
43840,*,Coshocton,0.0775
43840,*,Tuscarawas,0.0675
43842,,Muskingum,0.0725
43843,*,Coshocton,0.0775
43843,*,Knox,0.0725
43844,*,Coshocton,0.0775
43844,*,Knox,0.0725
43845,,Coshocton,0.0775
43901,*,Belmont,0.0725
43901,*,Harrison,0.0725
43901,*,Jefferson,0.0725
43902,,Belmont,0.0725
43903,*,Carroll,0.0675
43903,*,Jefferson,0.0725
43905,,Belmont,0.0725
43906,,Belmont,0.0725
43907,*,Harrison,0.0725
43907,*,Jefferson,0.0725
43908,*,Carroll,0.0675
43908,*,Jefferson,0.0725
43909,,Belmont,0.0725
43910,*,Harrison,0.0725
43910,*,Jefferson,0.0725
43912,,Belmont,0.0725
43913,,Jefferson,0.0725
43914,,Monroe,0.0725
43915,,Monroe,0.0725
43916,,Belmont,0.0725
43917,*,Belmont,0.0725
43917,*,Jefferson,0.0725
43920,,Columbiana,0.0725
43925,,Jefferson,0.0725
43926,,Jefferson,0.0725
43927,,Belmont,0.0725
43928,,Belmont,0.0725
43930,*,Columbiana,0.0725
43930,*,Jefferson,0.0725
43931,,Monroe,0.0725
43932,*,Columbiana,0.0725
43932,*,Jefferson,0.0725
43933,,Belmont,0.0725
43934,,Belmont,0.0725
43935,,Belmont,0.0725
43937,,Belmont,0.0725
43938,,Jefferson,0.0725
43939,,Jefferson,0.0725
43940,,Belmont,0.0725
43941,,Jefferson,0.0725
43942,*,Belmont,0.0725
43942,*,Monroe,0.0725
43943,*,Belmont,0.0725
43943,*,Jefferson,0.0725
43944,,Jefferson,0.0725
43945,*,Carroll,0.0675
43945,*,Columbiana,0.0725
43945,*,Jefferson,0.0725
43946,,Monroe,0.0725
43947,,Belmont,0.0725
43948,,Jefferson,0.0725
43950,*,Belmont,0.0725
43950,*,Harrison,0.0725
43951,,Belmont,0.0725
43952,,Jefferson,0.0725
43953,,Jefferson,0.0725
43961,,Jefferson,0.0725
43962,,Columbiana,0.0725
43963,,Jefferson,0.0725
43964,,Jefferson,0.0725
43967,,Belmont,0.0725
43968,,Columbiana,0.0725
43970,,Jefferson,0.0725
43971,*,Belmont,0.0725
43971,*,Jefferson,0.0725
43972,,Belmont,0.0725
43973,*,Belmont,0.0725
43973,*,Guernsey,0.0725
43973,*,Harrison,0.0725
43973,*,Tuscarawas,0.0675
43974,,Harrison,0.0725
43976,,Harrison,0.0725
43977,*,Belmont,0.0725
43977,*,Harrison,0.0725
43981,,Harrison,0.0725
43983,*,Belmont,0.0725
43983,*,Guernsey,0.0725
43983,*,Harrison,0.0725
43984,,Harrison,0.0725
43985,,Belmont,0.0725
43986,*,Carroll,0.0675
43986,*,Harrison,0.0725
43988,*,Carroll,0.0675
43988,*,Harrison,0.0725
44001,,Lorain,0.065
44003,,Ashtabula,0.0675
44004,,Ashtabula,0.0675
44005,,Ashtabula,0.0675
44010,,Ashtabula,0.0675
44011,,Lorain,0.065
44012,,Lorain,0.065
44017,,Cuyahoga,0.08
44021,,Geauga,0.0675
44022,*,Cuyahoga,0.08
44022,*,Geauga,0.0675
44023,*,Cuyahoga,0.08
44023,*,Geauga,0.0675
44024,*,Geauga,0.0675
44024,*,Lake,0.0725
44026,,Geauga,0.0675
44028,*,Lorain,0.065
44028,*,Medina,0.0675
44030,,Ashtabula,0.0675
44032,,Ashtabula,0.0675
44033,,Geauga,0.0675
44035,,Lorain,0.065
44036,,Lorain,0.065
44039,,Lorain,0.065
44040,*,Cuyahoga,0.08
44040,*,Geauga,0.0675
44041,*,Ashtabula,0.0675
44041,*,Lake,0.0725
44044,*,Lorain,0.065
44044,*,Medina,0.0675
44045,,Lake,0.0725
44046,*,Ashtabula,0.0675
44046,*,Geauga,0.0675
44047,,Ashtabula,0.0675
44048,,Ashtabula,0.0675
44049,,Lorain,0.065
44050,,Lorain,0.065
44052,,Lorain,0.065
44053,,Lorain,0.065
44054,,Lorain,0.065
44055,,Lorain,0.065
44056,,Summit,0.0675
44057,*,Ashtabula,0.0675
44057,*,Geauga,0.0675
44057,*,Lake,0.0725
44060,*,Geauga,0.0675
44060,*,Lake,0.0725
44061,,Lake,0.0725
44062,*,Ashtabula,0.0675
44062,*,Geauga,0.0675
44062,*,Trumbull,0.0675
44064,*,Ashtabula,0.0675
44064,*,Geauga,0.0675
44065,,Geauga,0.0675
44067,,Summit,0.0675
44068,,Ashtabula,0.0675
44070,,Cuyahoga,0.08
44072,,Geauga,0.0675
44073,,Geauga,0.0675
44074,,Lorain,0.065
44076,*,Ashtabula,0.0675
44076,*,Trumbull,0.0675
44077,*,Geauga,0.0675
44077,*,Lake,0.0725
44080,,Geauga,0.0675
44081,,Lake,0.0725
44082,,Ashtabula,0.0675
44084,,Ashtabula,0.0675
44085,,Ashtabula,0.0675
44086,*,Ashtabula,0.0675
44086,*,Geauga,0.0675
44086,*,Lake,0.0725
44087,,Summit,0.0675
44088,,Ashtabula,0.0675
44089,*,Erie,0.0675
44089,*,Lorain,0.065
44090,*,Lorain,0.065
44090,*,Medina,0.0675
44092,*,Cuyahoga,0.08
44092,*,Lake,0.0725
44093,*,Ashtabula,0.0675
44093,*,Trumbull,0.0675
44094,*,Geauga,0.0675
44094,*,Lake,0.0725
44095,,Lake,0.0725
44096,,Lake,0.0725
44097,,Lake,0.0725
44099,*,Ashtabula,0.0675
44099,*,Geauga,0.0675
44101,,Cuyahoga,0.08
44102,,Cuyahoga,0.08
44103,,Cuyahoga,0.08
44104,,Cuyahoga,0.08
44105,,Cuyahoga,0.08
44106,,Cuyahoga,0.08
44107,,Cuyahoga,0.08
44108,,Cuyahoga,0.08
44109,,Cuyahoga,0.08
44110,,Cuyahoga,0.08
44111,,Cuyahoga,0.08
44112,,Cuyahoga,0.08
44113,,Cuyahoga,0.08
44114,,Cuyahoga,0.08
44115,,Cuyahoga,0.08
44116,,Cuyahoga,0.08
44117,,Cuyahoga,0.08
44118,,Cuyahoga,0.08
44119,,Cuyahoga,0.08
44120,,Cuyahoga,0.08
44121,,Cuyahoga,0.08
44122,,Cuyahoga,0.08
44123,,Cuyahoga,0.08
44124,,Cuyahoga,0.08
44125,,Cuyahoga,0.08
44126,,Cuyahoga,0.08
44127,,Cuyahoga,0.08
44128,,Cuyahoga,0.08
44129,,Cuyahoga,0.08
44130,,Cuyahoga,0.08
44131,,Cuyahoga,0.08
44132,,Cuyahoga,0.08
44133,,Cuyahoga,0.08
44134,,Cuyahoga,0.08
44135,,Cuyahoga,0.08
44136,,Cuyahoga,0.08
44137,,Cuyahoga,0.08
44138,,Cuyahoga,0.08
44139,,Cuyahoga,0.08
44140,,Cuyahoga,0.08
44141,*,Cuyahoga,0.08
44141,*,Summit,0.0675
44142,,Cuyahoga,0.08
44143,,Cuyahoga,0.08
44144,,Cuyahoga,0.08
44145,*,Cuyahoga,0.08
44145,*,Lorain,0.065
44145,*,Summit,0.0675
44146,*,Cuyahoga,0.08
44146,*,Summit,0.0675
44147,,Cuyahoga,0.08
44149,*,Cuyahoga,0.08
44149,*,Medina,0.0675
44181,,Cuyahoga,0.08
44188,,Cuyahoga,0.08
44190,,Cuyahoga,0.08
44191,,Cuyahoga,0.08
44192,,Cuyahoga,0.08
44193,,Cuyahoga,0.08
44194,,Cuyahoga,0.08
44195,,Cuyahoga,0.08
44198,,Cuyahoga,0.08
44199,,Cuyahoga,0.08
44201,*,Portage,0.07
44201,*,Stark,0.065
44202,*,Cuyahoga,0.08
44202,*,Geauga,0.0675
44202,*,Portage,0.07
44202,*,Summit,0.0675
44203,*,Medina,0.0675
44203,*,Summit,0.0675
44203,*,Wayne,0.065
44210,,Summit,0.0675
44211,,Portage,0.07
44212,,Medina,0.0675
44214,*,Medina,0.0675
44214,*,Wayne,0.065
44215,,Medina,0.0675
44216,*,Stark,0.065
44216,*,Summit,0.0675
44216,*,Wayne,0.065
44217,*,Medina,0.0675
44217,*,Wayne,0.065
44221,,Summit,0.0675
44222,,Summit,0.0675
44223,,Summit,0.0675
44224,*,Portage,0.07
44224,*,Summit,0.0675
44230,*,Medina,0.0675
44230,*,Summit,0.0675
44230,*,Wayne,0.065
44231,*,Geauga,0.0675
44231,*,Portage,0.07
44232,,Summit,0.0675
44233,*,Cuyahoga,0.08
44233,*,Medina,0.0675
44234,*,Geauga,0.0675
44234,*,Portage,0.07
44235,*,Ashland,0.07
44235,*,Medina,0.0675
44236,*,Portage,0.07
44236,*,Summit,0.0675
44237,,Summit,0.0675
44240,*,Portage,0.07
44240,*,Summit,0.0675
44241,*,Portage,0.07
44241,*,Summit,0.0675
44242,,Portage,0.07
44243,,Portage,0.07
44250,,Summit,0.0675
44251,,Medina,0.0675
44253,*,Lorain,0.065
44253,*,Medina,0.0675
44254,,Medina,0.0675
44255,*,Geauga,0.0675
44255,*,Portage,0.07
44256,*,Lorain,0.065
44256,*,Medina,0.0675
44256,*,Summit,0.0675
44258,,Medina,0.0675
44260,*,Portage,0.07
44260,*,Stark,0.065
44260,*,Summit,0.0675
44262,,Summit,0.0675
44264,,Summit,0.0675
44265,,Portage,0.07
44266,,Portage,0.07
44270,*,Medina,0.0675
44270,*,Wayne,0.065
44272,,Portage,0.07
44273,*,Medina,0.0675
44273,*,Wayne,0.065
44274,,Medina,0.0675
44275,*,Lorain,0.065
44275,*,Medina,0.0675
44276,,Wayne,0.065
44278,*,Portage,0.07
44278,*,Summit,0.0675
44280,*,Lorain,0.065
44280,*,Medina,0.0675
44281,*,Medina,0.0675
44281,*,Summit,0.0675
44281,*,Wayne,0.065
44282,,Medina,0.0675
44285,,Portage,0.07
44286,,Summit,0.0675
44287,*,Ashland,0.07
44287,*,Medina,0.0675
44287,*,Wayne,0.065
44288,*,Portage,0.07
44288,*,Trumbull,0.0675
44301,,Summit,0.0675
44302,,Summit,0.0675
44303,,Summit,0.0675
44304,,Summit,0.0675
44305,,Summit,0.0675
44306,,Summit,0.0675
44307,,Summit,0.0675
44308,,Summit,0.0675
44309,,Summit,0.0675
44310,,Summit,0.0675
44311,,Summit,0.0675
44312,*,Portage,0.07
44312,*,Summit,0.0675
44313,,Summit,0.0675
44314,,Summit,0.0675
44315,,Summit,0.0675
44316,,Summit,0.0675
44317,,Summit,0.0675
44319,,Summit,0.0675
44320,,Summit,0.0675
44321,*,Medina,0.0675
44321,*,Summit,0.0675
44325,,Summit,0.0675
44326,,Summit,0.0675
44328,,Summit,0.0675
44333,*,Medina,0.0675
44333,*,Summit,0.0675
44334,,Summit,0.0675
44372,,Summit,0.0675
44396,,Summit,0.0675
44401,,Mahoning,0.075
44402,,Trumbull,0.0675
44403,,Trumbull,0.0675
44404,,Trumbull,0.0675
44405,,Mahoning,0.075
44406,,Mahoning,0.075
44408,*,Columbiana,0.0725
44408,*,Mahoning,0.075
44410,,Trumbull,0.0675
44411,,Portage,0.07
44412,*,Mahoning,0.075
44412,*,Portage,0.07
44413,,Columbiana,0.0725
44415,,Columbiana,0.0725
44416,,Mahoning,0.075
44417,,Trumbull,0.0675
44418,,Trumbull,0.0675
44420,,Trumbull,0.0675
44422,,Mahoning,0.075
44423,,Columbiana,0.0725
44424,,Trumbull,0.0675
44425,*,Mahoning,0.075
44425,*,Trumbull,0.0675
44427,*,Carroll,0.0675
44427,*,Columbiana,0.0725
44428,*,Ashtabula,0.0675
44428,*,Trumbull,0.0675
44429,*,Mahoning,0.075
44429,*,Portage,0.07
44429,*,Trumbull,0.0675
44430,,Trumbull,0.0675
44431,,Columbiana,0.0725
44432,,Columbiana,0.0725
44436,,Mahoning,0.075
44437,*,Mahoning,0.075
44437,*,Trumbull,0.0675
44438,,Trumbull,0.0675
44439,,Trumbull,0.0675
44440,*,Mahoning,0.075
44440,*,Trumbull,0.0675
44441,,Columbiana,0.0725
44442,,Mahoning,0.075
44443,*,Columbiana,0.0725
44443,*,Mahoning,0.075
44444,*,Mahoning,0.075
44444,*,Portage,0.07
44444,*,Trumbull,0.0675
44445,,Columbiana,0.0725
44446,,Trumbull,0.0675
44449,*,Mahoning,0.075
44449,*,Portage,0.07
44450,,Trumbull,0.0675
44451,,Mahoning,0.075
44452,,Mahoning,0.075
44453,,Trumbull,0.0675
44454,*,Columbiana,0.0725
44454,*,Mahoning,0.075
44455,,Columbiana,0.0725
44460,*,Columbiana,0.0725
44460,*,Mahoning,0.075
44470,*,Portage,0.07
44470,*,Trumbull,0.0675
44471,,Mahoning,0.075
44473,,Trumbull,0.0675
44481,*,Mahoning,0.075
44481,*,Trumbull,0.0675
44482,,Trumbull,0.0675
44483,,Trumbull,0.0675
44484,,Trumbull,0.0675
44485,,Trumbull,0.0675
44490,*,Columbiana,0.0725
44490,*,Mahoning,0.075
44491,*,Geauga,0.0675
44491,*,Portage,0.07
44491,*,Trumbull,0.0675
44492,,Columbiana,0.0725
44493,,Columbiana,0.0725
44501,,Mahoning,0.075
44502,,Mahoning,0.075
44503,,Mahoning,0.075
44504,*,Mahoning,0.075
44504,*,Trumbull,0.0675
44505,*,Mahoning,0.075
44505,*,Trumbull,0.0675
44506,,Mahoning,0.075
44507,,Mahoning,0.075
44509,,Mahoning,0.075
44510,,Mahoning,0.075
44511,,Mahoning,0.075
44512,,Mahoning,0.075
44513,,Mahoning,0.075
44514,,Mahoning,0.075
44515,,Mahoning,0.075
44555,,Mahoning,0.075
44601,*,Columbiana,0.0725
44601,*,Mahoning,0.075
44601,*,Portage,0.07
44601,*,Stark,0.065
44606,,Wayne,0.065
44607,,Carroll,0.0675
44608,*,Stark,0.065
44608,*,Tuscarawas,0.0675
44609,*,Columbiana,0.0725
44609,*,Mahoning,0.075
44610,,Holmes,0.07
44611,*,Holmes,0.07
44611,*,Wayne,0.065
44612,*,Stark,0.065
44612,*,Tuscarawas,0.0675
44613,,Stark,0.065
44614,*,Stark,0.065
44614,*,Summit,0.0675
44614,*,Wayne,0.065
44615,,Carroll,0.0675
44617,,Holmes,0.07
44618,*,Stark,0.065
44618,*,Wayne,0.065
44619,*,Columbiana,0.0725
44619,*,Mahoning,0.075
44620,,Carroll,0.0675
44621,*,Carroll,0.0675
44621,*,Harrison,0.0725
44621,*,Tuscarawas,0.0675
44622,,Tuscarawas,0.0675
44624,*,Holmes,0.07
44624,*,Stark,0.065
44624,*,Tuscarawas,0.0675
44624,*,Wayne,0.065
44625,*,Carroll,0.0675
44625,*,Columbiana,0.0725
44626,*,Stark,0.065
44626,*,Tuscarawas,0.0675
44627,*,Holmes,0.07
44627,*,Wayne,0.065
44628,*,Holmes,0.07
44628,*,Knox,0.0725
44629,,Tuscarawas,0.0675
44630,,Stark,0.065
44632,*,Portage,0.07
44632,*,Stark,0.065
44633,,Holmes,0.07
44634,*,Columbiana,0.0725
44634,*,Stark,0.065
44636,,Wayne,0.065
44637,*,Coshocton,0.0775
44637,*,Holmes,0.07
44638,*,Ashland,0.07
44638,*,Holmes,0.07
44638,*,Wayne,0.065
44639,,Carroll,0.0675
44640,,Stark,0.065
44641,,Stark,0.065
44643,*,Carroll,0.0675
44643,*,Stark,0.065
44643,*,Tuscarawas,0.0675
44644,,Carroll,0.0675
44645,*,Stark,0.065
44645,*,Summit,0.0675
44645,*,Wayne,0.065
44646,,Stark,0.065
44647,,Stark,0.065
44648,,Stark,0.065
44650,,Stark,0.065
44651,,Carroll,0.0675
44652,,Stark,0.065
44653,,Tuscarawas,0.0675
44654,*,Coshocton,0.0775
44654,*,Holmes,0.07
44656,*,Carroll,0.0675
44656,*,Tuscarawas,0.0675
44657,*,Carroll,0.0675
44657,*,Columbiana,0.0725
44657,*,Stark,0.065
44659,,Wayne,0.065
44660,,Holmes,0.07
44661,,Holmes,0.07
44662,*,Stark,0.065
44662,*,Wayne,0.065
44663,,Tuscarawas,0.0675
44665,,Columbiana,0.0725
44666,*,Stark,0.065
44666,*,Wayne,0.065
44667,,Wayne,0.065
44669,,Stark,0.065
44670,,Stark,0.065
44671,,Tuscarawas,0.0675
44672,,Mahoning,0.075
44675,*,Carroll,0.0675
44675,*,Tuscarawas,0.0675
44676,*,Holmes,0.07
44676,*,Wayne,0.065
44677,,Wayne,0.065
44678,,Tuscarawas,0.0675
44679,,Tuscarawas,0.0675
44680,*,Stark,0.065
44680,*,Tuscarawas,0.0675
44681,*,Holmes,0.07
44681,*,Tuscarawas,0.0675
44682,,Tuscarawas,0.0675
44683,*,Harrison,0.0725
44683,*,Tuscarawas,0.0675
44685,*,Stark,0.065
44685,*,Summit,0.0675
44687,,Holmes,0.07
44688,*,Carroll,0.0675
44688,*,Stark,0.065
44689,*,Holmes,0.07
44689,*,Stark,0.065
44690,,Holmes,0.07
44691,*,Ashland,0.07
44691,*,Wayne,0.065
44693,,Harrison,0.0725
44695,*,Carroll,0.0675
44695,*,Harrison,0.0725
44697,,Tuscarawas,0.0675
44699,*,Guernsey,0.0725
44699,*,Harrison,0.0725
44699,*,Tuscarawas,0.0675
44701,,Stark,0.065
44702,,Stark,0.065
44703,,Stark,0.065
44704,,Stark,0.065
44705,,Stark,0.065
44706,,Stark,0.065
44707,,Stark,0.065
44708,,Stark,0.065
44709,,Stark,0.065
44710,,Stark,0.065
44711,,Stark,0.065
44714,,Stark,0.065
44718,,Stark,0.065
44720,*,Stark,0.065
44720,*,Summit,0.0675
44721,,Stark,0.065
44730,*,Carroll,0.0675
44730,*,Stark,0.065
44735,,Stark,0.065
44750,,Stark,0.065
44767,,Stark,0.065
44802,*,Hancock,0.0675
44802,*,Seneca,0.0725
44802,*,Wyandot,0.0725
44804,,Hancock,0.0675
44805,*,Ashland,0.07
44805,*,Richland,0.07
44807,*,Crawford,0.0725
44807,*,Huron,0.0725
44807,*,Seneca,0.0725
44809,,Seneca,0.0725
44811,*,Erie,0.0675
44811,*,Huron,0.0725
44811,*,Sandusky,0.0725
44811,*,Seneca,0.0725
44813,*,Knox,0.0725
44813,*,Morrow,0.0725
44813,*,Richland,0.07
44814,,Erie,0.0675
44815,*,Sandusky,0.0725
44815,*,Seneca,0.0725
44816,,Erie,0.0675
44817,*,Hancock,0.0675
44817,*,Wood,0.0675
44818,*,Crawford,0.0725
44818,*,Seneca,0.0725
44820,,Crawford,0.0725
44822,*,Ashland,0.07
44822,*,Knox,0.0725
44822,*,Richland,0.07
44824,*,Erie,0.0675
44824,*,Sandusky,0.0725
44825,,Crawford,0.0725
44826,*,Erie,0.0675
44826,*,Huron,0.0725
44827,*,Crawford,0.0725
44827,*,Richland,0.07
44828,,Seneca,0.0725
44830,*,Hancock,0.0675
44830,*,Seneca,0.0725
44830,*,Wood,0.0675
44833,*,Crawford,0.0725
44833,*,Marion,0.0725
44833,*,Morrow,0.0725
44833,*,Richland,0.07
44836,*,Sandusky,0.0725
44836,*,Seneca,0.0725
44837,*,Ashland,0.07
44837,*,Huron,0.0725
44837,*,Richland,0.07
44838,,Ashland,0.07
44839,,Erie,0.0675
44840,*,Ashland,0.07
44840,*,Wayne,0.065
44841,*,Sandusky,0.0725
44841,*,Seneca,0.0725
44842,*,Ashland,0.07
44842,*,Holmes,0.07
44842,*,Knox,0.0725
44843,*,Ashland,0.07
44843,*,Richland,0.07
44844,*,Seneca,0.0725
44844,*,Wyandot,0.0725
44846,*,Erie,0.0675
44846,*,Huron,0.0725
44847,*,Erie,0.0675
44847,*,Huron,0.0725
44848,,Ashland,0.07
44849,*,Crawford,0.0725
44849,*,Marion,0.0725
44849,*,Wyandot,0.0725
44850,,Huron,0.0725
44851,*,Ashland,0.07
44851,*,Huron,0.0725
44851,*,Lorain,0.065
44853,,Seneca,0.0725
44854,*,Crawford,0.0725
44854,*,Seneca,0.0725
44855,,Huron,0.0725
44856,,Crawford,0.0725
44857,*,Erie,0.0675
44857,*,Huron,0.0725
44859,*,Ashland,0.07
44859,*,Lorain,0.065
44860,,Crawford,0.0725
44861,,Seneca,0.0725
44862,,Richland,0.07
44864,*,Ashland,0.07
44864,*,Richland,0.07
44865,*,Crawford,0.0725
44865,*,Huron,0.0725
44865,*,Richland,0.07
44866,,Ashland,0.07
44867,,Seneca,0.0725
44870,,Erie,0.0675
44871,,Erie,0.0675
44874,,Ashland,0.07
44875,*,Crawford,0.0725
44875,*,Richland,0.07
44878,*,Ashland,0.07
44878,*,Huron,0.0725
44878,*,Richland,0.07
44880,*,Ashland,0.07
44880,*,Lorain,0.065
44880,*,Medina,0.0675
44881,,Crawford,0.0725
44882,*,Crawford,0.0725
44882,*,Seneca,0.0725
44882,*,Wyandot,0.0725
44883,,Seneca,0.0725
44887,,Crawford,0.0725
44888,,Huron,0.0725
44889,*,Erie,0.0675
44889,*,Huron,0.0725
44889,*,Lorain,0.065
44890,,Huron,0.0725
44901,,Richland,0.07
44902,,Richland,0.07
44903,*,Ashland,0.07
44903,*,Morrow,0.0725
44903,*,Richland,0.07
44904,*,Morrow,0.0725
44904,*,Richland,0.07
44905,,Richland,0.07
44906,,Richland,0.07
44907,,Richland,0.07
45001,,Hamilton,0.078
45002,,Hamilton,0.078
45003,*,Butler,0.065
45003,*,Preble,0.0725
45004,,Butler,0.065
45005,*,Butler,0.065
45005,*,Montgomery,0.075
45005,*,Warren,0.0675
45011,,Butler,0.065
45012,,Butler,0.065
45013,*,Butler,0.065
45013,*,Hamilton,0.078
45014,*,Butler,0.065
45014,*,Hamilton,0.078
45015,,Butler,0.065
45018,,Butler,0.065
45030,*,Butler,0.065
45030,*,Hamilton,0.078
45032,,Warren,0.0675
45033,,Hamilton,0.078
45034,,Warren,0.0675
45036,*,Butler,0.065
45036,*,Warren,0.0675
45039,,Warren,0.0675
45040,,Warren,0.0675
45041,,Hamilton,0.078
45042,*,Butler,0.065
45042,*,Montgomery,0.075
45042,*,Preble,0.0725
45042,*,Warren,0.0675
45044,*,Butler,0.065
45044,*,Warren,0.0675
45050,*,Butler,0.065
45050,*,Warren,0.0675
45051,,Hamilton,0.078
45052,,Hamilton,0.078
45053,,Butler,0.065
45054,,Warren,0.0675
45055,,Butler,0.065
45056,*,Butler,0.065
45056,*,Preble,0.0725
45061,,Butler,0.065
45062,,Butler,0.065
45063,,Butler,0.065
45064,*,Butler,0.065
45064,*,Preble,0.0725
45065,,Warren,0.0675
45066,*,Montgomery,0.075
45066,*,Warren,0.0675
45067,,Butler,0.065
45068,*,Clinton,0.0725
45068,*,Greene,0.0675
45068,*,Montgomery,0.075
45068,*,Warren,0.0675
45069,*,Butler,0.065
45069,*,Hamilton,0.078
45070,,Preble,0.0725
45071,,Butler,0.065
45101,*,Adams,0.0725
45101,*,Brown,0.07
45102,,Clermont,0.0675
45103,,Clermont,0.0675
45105,,Adams,0.0725
45106,*,Brown,0.07
45106,*,Clermont,0.0675
45107,*,Brown,0.07
45107,*,Clermont,0.0675
45107,*,Clinton,0.0725
45107,*,Warren,0.0675
45111,,Hamilton,0.078
45112,,Clermont,0.0675
45113,*,Clinton,0.0725
45113,*,Warren,0.0675
45114,,Clinton,0.0725
45115,,Brown,0.07
45118,*,Brown,0.07
45118,*,Clermont,0.0675
45118,*,Highland,0.0725
45119,,Brown,0.07
45120,*,Brown,0.07
45120,*,Clermont,0.0675
45121,*,Brown,0.07
45121,*,Clermont,0.0675
45122,*,Clermont,0.0675
45122,*,Warren,0.0675
45123,*,Fayette,0.0725
45123,*,Highland,0.0725
45123,*,Ross,0.0725
45130,*,Brown,0.07
45130,*,Clermont,0.0675
45131,,Brown,0.07
45132,,Highland,0.0725
45133,*,Brown,0.07
45133,*,Highland,0.0725
45133,*,Pike,0.0725
45135,*,Clinton,0.0725
45135,*,Fayette,0.0725
45135,*,Highland,0.0725
45140,*,Clermont,0.0675
45140,*,Hamilton,0.078
45140,*,Warren,0.0675
45142,*,Brown,0.07
45142,*,Clinton,0.0725
45142,*,Highland,0.0725
45144,*,Adams,0.0725
45144,*,Brown,0.07
45146,,Clinton,0.0725
45147,,Clermont,0.0675
45148,*,Brown,0.07
45148,*,Clinton,0.0725
45150,*,Clermont,0.0675
45150,*,Hamilton,0.078
45152,,Warren,0.0675
45153,,Clermont,0.0675
45154,*,Brown,0.07
45154,*,Highland,0.0725
45155,,Highland,0.0725
45156,,Clermont,0.0675
45157,,Clermont,0.0675
45158,,Clermont,0.0675
45159,*,Clinton,0.0725
45159,*,Highland,0.0725
45160,,Clermont,0.0675
45162,*,Clermont,0.0675
45162,*,Warren,0.0675
45164,,Clinton,0.0725
45166,,Clinton,0.0725
45167,,Brown,0.07
45168,,Brown,0.07
45169,*,Clinton,0.0725
45169,*,Fayette,0.0725
45169,*,Greene,0.0675
45171,*,Brown,0.07
45171,*,Highland,0.0725
45172,,Highland,0.0725
45174,,Hamilton,0.078
45176,*,Brown,0.07
45176,*,Clermont,0.0675
45177,,Clinton,0.0725
45201,,Hamilton,0.078
45202,,Hamilton,0.078
45203,,Hamilton,0.078
45204,,Hamilton,0.078
45205,,Hamilton,0.078
45206,,Hamilton,0.078
45207,,Hamilton,0.078
45208,,Hamilton,0.078
45209,,Hamilton,0.078
45211,,Hamilton,0.078
45212,*,Hamilton,0.078
45212,*,Warren,0.0675
45213,,Hamilton,0.078
45214,,Hamilton,0.078
45215,,Hamilton,0.078
45216,,Hamilton,0.078
45217,,Hamilton,0.078
45218,,Hamilton,0.078
45219,,Hamilton,0.078
45220,*,Clermont,0.0675
45220,*,Hamilton,0.078
45221,,Hamilton,0.078
45222,,Hamilton,0.078
45223,,Hamilton,0.078
45224,,Hamilton,0.078
45225,,Hamilton,0.078
45226,,Hamilton,0.078
45227,,Hamilton,0.078
45229,,Hamilton,0.078
45230,,Hamilton,0.078
45231,,Hamilton,0.078
45232,,Hamilton,0.078
45233,,Hamilton,0.078
45234,,Hamilton,0.078
45235,,Hamilton,0.078
45236,,Hamilton,0.078
45237,,Hamilton,0.078
45238,,Hamilton,0.078
45239,,Hamilton,0.078
45240,*,Butler,0.065
45240,*,Hamilton,0.078
45241,*,Butler,0.065
45241,*,Hamilton,0.078
45241,*,Warren,0.0675
45242,,Hamilton,0.078
45243,*,Clermont,0.0675
45243,*,Hamilton,0.078
45244,*,Clermont,0.0675
45244,*,Hamilton,0.078
45245,,Clermont,0.0675
45246,*,Butler,0.065
45246,*,Hamilton,0.078
45247,,Hamilton,0.078
45248,,Hamilton,0.078
45249,*,Butler,0.065
45249,*,Hamilton,0.078
45249,*,Warren,0.0675
45250,,Hamilton,0.078
